GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age,distance_to_litpop_km,litpop_asset_value,litpop_value_50km
P100000120186,Baotou Daan Iron and Steel Co Ltd Hondlon District,Baotou DA AN IRON&STEEL Co Ltd,China,Asia Pacific,40.662343,109.698333,,22.81,4.237208706216256,563557793.4713724,172336884220.31696
P100000121142,Baotou Deshun Special Steel Co Ltd,Baotou Deshun Spec. Steel Co Ltd,China,Asia Pacific,40.9019,110.336253,,18.9,4.4222056413816695,1018690.4685914837,113520539124.16762
P100000120172,Baowu Group Echeng Iron and Steel Co Ltd,Baowu Group Echeng Iron & Steel Co Ltd,China,Asia Pacific,30.39574,114.861313,4971.0,68.0,2.65370058528345,14250230836.869875,306722460405.3967
P100000120223,Bengang Steel Plates Co Ltd,Bengang Steel Plates Co Ltd,China,Asia Pacific,41.274132,123.722099,12400.0,28.65,2.263767432779187,10302505895.931911,105905416420.2977
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,Benxi Beiying Iron & Steel (GROUP) Co Ltd,China,Asia Pacific,41.224814,123.608374,2600.0,23.88,2.300484556328499,423489077.5911907,161088955029.0114
P100001062088,Bhagyalaxmi Metals Mul steel plant,Bhagyalaxmi Metals Pvt Ltd,India,Asia Pacific,20.088919,79.71792,,,4.135018520071528,20100548.68457569,1988518197.7976384
P100000120512,BMM Ispat Danapur steel plant,BMM Ispat Ltd,India,Asia Pacific,15.16972,76.37971,2208.0,20.0,4.323253166412142,326466748.184155,7882306184.527622
P100001061667,BPA Metallics Raigarh steel plant,BPA Metallics Pvt Ltd,India,Asia Pacific,21.926993,83.374089,,,3.4861521558449917,400367384.08294696,8758336697.083927
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,China,Asia Pacific,38.289221,117.814367,7500.0,20.0,1.9997405742411747,477468708.0493724,13751660752.37654
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,Cangzhou Lingang Sanling Metal Co Ltd,China,Asia Pacific,38.311738,117.457779,1000.0,31.0,2.2323541934157154,90759574.23978685,33384576831.26575
P100001082544,Captain Steel Debipur steel plant,Captain Steel India Ltd,India,Asia Pacific,23.782149607591688,86.83591234561024,208.0,4.0,4.115518237278131,3502964540.9216847,112415846017.1715
P100001023577,Captain Steel Garbeta steel plant,Captain Steel India Ltd,India,Asia Pacific,22.855859,87.345018,,0.0,3.737166333717496,218626361.52550003,10598083019.599182
P100001064089,Changli Xingguo Precision Machinery Co Ltd,Changli Xingguo Precision Machinery Co Ltd,China,Asia Pacific,39.704921,118.897417,0.0,30.47,1.95484221418347,853581286.6142415,64521148224.11561
P100000120194,Changshu Longteng Special Steel Co Ltd,Changshu Longteng Special Steel Co Ltd,China,Asia Pacific,31.723833,120.835685,3203.0,31.75,4.098751288423972,9736930825.62187,943790192308.3676
P100000120265,Changzhi Xingbao Steel Co Ltd,Lucheng Xingbao Iron & Steel Co Ltd,China,Asia Pacific,36.332449,113.15509,1900.0,22.85,5.2757247809853896,2719454994.077153,64949971438.52852
P100000120201,Changzhou Eastern Special Steel Co Ltd,Changzhou Dongfang Special Steel Co Ltd,China,Asia Pacific,31.602554,119.724256,3300.0,16.09,2.9159584460220476,1518567272.309646,514298732443.4122
P100000120105,Chengde Iron and Steel Group Co Ltd,Chengde Street Ltd,China,Asia Pacific,40.947707,117.719747,8000.0,72.0,1.5214853232065078,896245650.7992102,18847781998.26688
P100000120123,Chengde Jianlong Special Steel Co Ltd,Chengde Jianlong SPECIAL Steel Co Ltd,China,Asia Pacific,40.515035,117.596071,4400.0,25.0,3.840234408819619,277866579.7444777,7243348596.132714
P100000120154,Chengde Shengfeng Iron and Steel Co Ltd,Chengde Shengfeng Iron & Steel Co Ltd,China,Asia Pacific,40.622466,118.490845,,17.0,2.758321136375455,714450516.0938448,5229878713.764726
P100000120153,Chengde Zhaofeng Steel Group Co Ltd,Chengde Zhaofeng Steel Group Co Ltd,China,Asia Pacific,40.593875,118.633334,,19.0,3.5317212855705606,25938154.368309747,4702780046.307758
P100000120329,Chengdu Changfeng Iron and Steel Group Co Ltd,Chengdu Changfeng Steel Group Co Ltd,China,Asia Pacific,31.031921,103.672956,1500.0,56.0,3.5405253586582166,846260426.3465284,230977040657.49817
P100000120279,Chengyu Vanadium and Titanium Technology Co Ltd,Chengyu Vanadium & Titanium Technology Co Ltd,China,Asia Pacific,29.732143,104.504339,4050.0,19.46,4.472458161908064,69319122.10205877,33101993302.919178
P100000120183,Chifeng Yuanlian Steel Co Ltd,Chifeng Yuanlian Steel Co Ltd,China,Asia Pacific,42.278115,119.015289,2450.0,23.53,2.641811181200093,1995635766.3421109,40307175135.176575
P100000120327,Chifeng Zhongtang Special Steel Co Ltd,Chifeng Zhongtang Special Steel Co Ltd,China,Asia Pacific,41.834064,119.281883,2700.0,4.0,4.623437123174569,14520160.651008502,7498429949.600115
P100000121041,Chizhou Guichi Guihang Metal Products Co Ltd,Chizhou Guichi Guihang Metal Products Co Ltd,China,Asia Pacific,30.532786,117.25166,1000.0,26.0,3.9567278594896065,189683194.67400867,40844703067.460754
P100000120286,Chongli Steel Manufacturing Co Ltd,Chongli Steel Manufacturing Co Ltd,China,Asia Pacific,36.602468,113.755744,,14.0,4.069039732149159,475205331.7791578,36771970617.06509
P100000120074,Chongqing Iron and Steel Co Ltd,Chongqing Iron & Steel Co Ltd,China,Asia Pacific,29.790253,107.040368,8400.0,29.0,0.20103502426437142,3087923383.6047015,66908346212.95494
P100001064274,Chongqing Pengcheng Steel Co Ltd,Chongqing Pengcheng Steel Co Ltd,China,Asia Pacific,29.259699,106.214031,520.0,27.67,3.5973445531032415,3649329774.430953,377201250887.2683
P100000120409,Chongqing Yonghang Steel Group Co Ltd,Chongqing Yonghang Steel Group Co Ltd,China,Asia Pacific,29.836163,106.988138,700.0,23.0,5.187559200553067,476620864.0503676,117090028521.12021
P100001064279,Chongqing Yuxi Iron & Steel (Group) Co Ltd,Chongqing Yuxi Iron & Steel (Group) Co Ltd,China,Asia Pacific,29.488759,105.862658,260.0,25.97,3.5879463889204746,157576554.0679347,72402307274.01082
P100000120317,Chongqing Zuhang Iron and Steel Co Ltd,Chongqing Zuhang Steel Co Ltd,China,Asia Pacific,29.440056,105.741929,,18.0,3.8356713172209638,419108487.0652244,40302504422.14738
P100000120683,Chubu Steel Plate Nagoya plant,Chubu Steel Plate Co Ltd,Japan,Asia Pacific,35.118836,136.867567,800.0,67.0,0.9627021490314172,176716694372.9768,2357097520684.2573
P100001045282,Crest Steel and Power Mangatta steel plant,Crest Steel and Power Pvt Ltd,India,Asia Pacific,21.190313,81.19922,96.0,21.13,2.215333182207123,1306781871.7744355,30143371786.553913
P100000120645,Daido Steel Chita plant (Tokai),Daido Steel Co Ltd,Japan,Asia Pacific,35.016404,136.864744,1500.0,64.0,6.524409145870853,27104407629.54368,2327029881355.0083
P100000120202,Danyang Longjiang Steel Co Ltd,Danyang Longjiang Steel Co Ltd,China,Asia Pacific,32.027791,119.57706,1500.0,22.59,3.67577287637382,5805245295.940704,479799462968.5741
P100000120376,Daye Huaxin Industrial Co Ltd,Daye Huaxin Industrial Co Ltd,China,Asia Pacific,30.070219,114.926251,,23.0,4.4287441690084055,1002488417.5250294,89934417378.5388
P100000120173,Daye Special Steel Co Ltd,Daye SPECIAL Steel Co Ltd,China,Asia Pacific,30.204603,115.125838,3420.0,19.0,0.42253850947874344,5065987125.999837,93634166914.67557
P100000121072,Daye Xinye Special Steel Co Ltd,natural person(s); Hubei Xinxin Steel Group Co Ltd,China,Asia Pacific,30.067469,114.934091,1200.0,26.0,3.6980349216496267,1002488417.5250294,89934417378.5388
P100000120121,Delong Steel Co Ltd,DELONG Steel Ltd,China,Asia Pacific,37.086116,114.384832,3000.0,26.0,4.410741225616337,676290293.567939,113132579451.10545
P100000120227,Dongbei Special Steel Group Dalian Special Steel Co Ltd,Dongbei Special Steel Group Dalian Special Steel Co Ltd,China,Asia Pacific,39.193697,122.057788,2695.0,57.0,2.1397327453039665,278283618.2820494,110293807549.42218
P100001063403,Dongyuan Dongnan Industrial Co Ltd,Dongyuan Dongnan Industrial Co Ltd,China,Asia Pacific,24.038397,114.873435,720.0,16.89,0.39678842888437027,24627219.044078365,24861513268.424088
P100000120534,Electrosteel Bokaro steel plant,ESL Steel Ltd,India,Asia Pacific,23.632907,86.293671,1500.0,20.0,0.9026165625870894,1365011682.389793,67852373916.12887
P100000121207,Electrosteel Castings Srikalahasthi steel plant,Electrosteel Castings Ltd,India,Asia Pacific,13.717188,79.630588,0.0,32.0,1.1549090653924212,142335900.08133274,8040276716.979144
P100000121195,Evonith Metallics Wardha steel plant,Evonith Metallics Ltd,India,Asia Pacific,20.704605,78.620293,0.0,32.0,0.6415319798509546,428413959.05805874,3247581679.3047676
P100000121236,Evonith Value Steel Wardha steel plant,Evonith Metallics Ltd,India,Asia Pacific,20.696412,78.638548,1080.0,56.0,1.9346896023662055,428413959.05805874,3248788375.400606
P100000120177,Ezhou Hongtai Steel Co Ltd,Ezhou Hongtai Steel Co Ltd,China,Asia Pacific,30.532352,114.747597,,22.75,3.9004061516209076,1723280956.9704273,726604271945.3484
P100000120371,Fangchenggang Jinxi Steel Technology Co Ltd,Fangchenggang Jinxi Steel Technology Co Ltd,China,Asia Pacific,21.646525,108.369582,,,6.895537251337917,954514098.9683073,13057103208.650103
P100000120211,Fangda Special Steel Technology Co Ltd,Fangda Special Steel Technology Co Ltd,China,Asia Pacific,28.645441,115.99204,2800.0,67.55,3.9984512064378195,30850521591.191532,298976871181.5577
P100001063598,Fengshun Changsheng Special Steel Casting Co Ltd Qingyuan Branch,Fengshun Changsheng Precision Steel Casting Co Ltd,China,Asia Pacific,23.507015,112.953822,620.0,17.0,3.8804448652888928,1746497357.0257854,689650406949.0117
P100001063602,Fengshun County Agricultural Machinery Continuous Casting Co,Fengshun County Agricultural Machinery Continuous Casting Co,China,Asia Pacific,23.748318,116.13985,720.0,22.85,4.696044900969362,453215982.2079722,185724025736.5404
P100001063619,Fengshun County Dongfang Metal Continuous Casting Co Ltd,Fengshun County Dongfang Metal Casting Co Ltd,China,Asia Pacific,23.749104,116.138262,930.0,22.6,4.730226968152831,453215982.2079722,185724025736.5404
P100001063490,Fengshun County Hongbao Industrial Co Ltd,Fengshun County Hongbao Industrial Co Ltd,China,Asia Pacific,23.720136,115.949449,720.0,32.93,1.593883753101886,1404595.2279711333,109635194345.66838
P100001063483,Fengshun Yongshun Continuous Casting Plant,Fengshun Yongshun Continuous Casting Plant,China,Asia Pacific,23.747173,116.126241,720.0,19.27,4.320621466464098,453215982.2079722,174623791837.72952
P100001062842,"Fogang Dawei Special Steel Co., Ltd.",Fogang Dawei Special Steel Co Ltd,China,Asia Pacific,23.893972,113.500829,575.0,14.29,4.657260078800414,794462578.72561,38091034921.25903
P100000120345,Fujian Dadonghai Industrial Group Co Ltd plant,Fujian Great Dong Hai Industrial Group Co Ltd,China,Asia Pacific,25.737777,119.592239,5128.0,8.0,6.031963770780705,548350467.9412751,101362036478.68416
P100000120314,Fujian Dingsheng Iron and Steel Co Ltd,Fujian Dingsheng Steel Co Ltd,China,Asia Pacific,27.224477,120.328828,1726.0,8.0,4.0896827055530585,65973740.548705816,63582759550.28588
P100000121065,Fujian Dingxin Industrial Co Ltd,Fujian Dingxin Industry Co Ltd,China,Asia Pacific,26.7695,119.738519,600.0,18.0,7.432683558852185,11794218.386546498,13086748509.650484
P100000120416,Fujian Fuhua New Materials Group Co Ltd,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd,China,Asia Pacific,26.961516,119.654272,,27.0,2.9226733153187996,283759824.5657374,11697363682.34901
P100000121066,Fujian Fuxin Special Steel Co Ltd,Fujian Fuxin Special Steel Co Ltd,China,Asia Pacific,24.472439,117.94885,720.0,19.0,7.75733421329205,17250077612.688942,295552753546.09393
P100001064195,Fujian Hongfeng Industrial Group Co Ltd,Fujian Hongfeng Industrial Group Co Ltd,China,Asia Pacific,26.868423,117.776369,1000.0,26.5,1.684395317072862,29883675.310433295,2685683751.0136914
P100000120413,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd,China,Asia Pacific,25.357408,117.362096,1210.0,,2.3467972138462585,81212030.76822813,15934914909.597748
P100000120080,Fujian Luoyuan Minguang Iron and Steel Co Ltd,Fujian Luoyuan Minguang Iron & Steel Co Ltd,China,Asia Pacific,26.483815,119.67105,2650.0,12.0,4.6690941007973175,53661889.35483706,26038092651.272423
P100000120392,Fujian Qingtuo New Material Co Ltd,Fujian Qingtuo New Material Co Ltd,China,Asia Pacific,26.779301,119.767935,958.0,3.0,9.86406754303144,11794218.386546498,13257477701.665466
P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,China,Asia Pacific,25.244396,118.029905,2300.0,25.0,4.180877723570719,1080493062.2097301,41726696314.58181
P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,China,Asia Pacific,24.635769,117.603677,6196.0,27.0,2.4655939800913433,1437201755.3926136,115508727979.29546
P100000120081,Fujian Tsingtuo Nickel Industry Co Ltd,Fujian Tsingtuo Nickel Industry Co Ltd,China,Asia Pacific,26.768925,119.765203,3000.0,15.0,8.791308456095676,11794218.386546498,13144509107.059135
P100000121064,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wuhang Stainless Steel Products Co Ltd,China,Asia Pacific,25.95923,119.452018,2000.0,33.0,0.6392078316170705,6512786661.363352,170857709880.66248
P100000120079,Fujian Yixin Steel Co Ltd,Fujian Yixin Steel & Iron Co Ltd,China,Asia Pacific,26.491308,119.63624,,20.0,5.710215496299481,136966250.464103,26055965029.36233
P100000120351,Fushun Hanking Direct Reduced Iron Co Ltd,Fushun HANWANG Direct Reduced Iron Co Ltd,China,Asia Pacific,41.670998,123.85143,0.0,23.5,4.5897047061943175,26636182.46122891,692568383513.6499
P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,China,Asia Pacific,41.841223,123.753895,2700.0,20.36,4.887916141922941,8540543698.927486,691419316982.7649
P100000120228,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd,China,Asia Pacific,41.838774,123.806586,999.0,89.0,4.2133962393285795,8540543698.927486,689322982665.9587
P100000120358,Fuzhou Wuhang Steel Products Co Ltd,Fuzhou Wuhang Steel Products Co Ltd,China,Asia Pacific,25.995101,119.495725,2000.0,5.0,5.539435150856666,6512786661.363352,167653653064.64444
P100001045317,Gallantt Ispat Gorakhpur steel plant,Gallantt Ispat Ltd,India,Asia Pacific,26.757009,83.199086,528.0,32.0,3.961589838759352,881769082.2374166,55576355785.79361
P100000120082,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,China,Asia Pacific,39.812121,98.295555,7650.0,27.0,2.298545515398191,7871975322.062651,18345157651.98639
P100000121216,Godawari Power and Ispat Sarora steel plant,Godawari Power and Ispat Ltd,India,Asia Pacific,21.565032,81.739447,,,4.13572007430637,163771660.80845988,40422922510.34091
P100000120557,Godawari Power and Ispat Siltara steel plant,Godawari Power and Ispat Ltd,India,Asia Pacific,21.376214,81.681888,659.0,25.0,2.741632041328179,1676028759.8407507,50785127126.871574
P100000120676,Godo Steel Funabashi Works,Godo Steel Ltd,Japan,Asia Pacific,35.697541,139.964104,700.0,51.0,1.3082963630653028,191396112118.6579,10078809252202.771
P100000120675,Godo Steel Himeji Works,Godo Steel Ltd,Japan,Asia Pacific,34.783057,134.669411,500.0,48.0,3.6811192389735576,12333371034.581137,448034433008.269
P100000120674,Godo Steel Osaka Works,Godo Steel Ltd,Japan,Asia Pacific,34.693045,135.428537,500.0,89.0,3.2108580424770508,324278211589.9782,4408061701429.315
