GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age,distance_to_litpop_km,litpop_asset_value,litpop_value_50km
P100001063500,Taishan Baofeng Iron & Steel Co Ltd,Taishan Baofeng Iron & Steel Co Ltd,China,Asia Pacific,22.425677,112.788855,520.0,23.0,3.642697764044015,4190029623.921236,245869567970.61572
P100000120147,Tangshan Chunxing Special Steel Co Ltd,Tangshan Chunxing Special Steel Co Ltd,China,Asia Pacific,39.676326,118.427914,,23.5,4.409221771057956,1872854078.2187674,206099096762.2297
P100000120122,Tangshan Delong Iron and Steel Co Ltd,Tangshan DELONG Steel Co Ltd,China,Asia Pacific,39.19256,118.899533,,23.67,2.7468490867605286,218136816.73348233,14548303866.729263
P100000120146,Tangshan Donghai Iron and Steel Group Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd,China,Asia Pacific,39.748373,118.624794,5499.0,23.0,4.45224302183057,770999040.1643324,196026246423.81082
P100000120108,Tangshan Donghua Iron and Steel Enterprise Group Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,China,Asia Pacific,39.468366,118.256774,4750.0,17.0,3.1963907238723954,438464931.03294915,216249699745.68045
P100000120128,Tangshan Fengnan District Jing an Iron and Steel Co Ltd,Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,China,Asia Pacific,39.600956,118.358726,2000.0,24.0,3.015187061621278,1597397963.2435653,203789168390.4502
P100000120143,Tangshan Fengnan Kaiheng Iron and Steel Co Ltd,Tangshan Fengnan Kaiheng Iron & Steel Co Ltd,China,Asia Pacific,39.4632,118.247191,,21.0,3.3795054699883176,307330756.7732362,216045522801.844
P100000120118,Tangshan Ganglu Iron and Steel Co Ltd,Tangshan Ganglu Iron & Steel Co Ltd,China,Asia Pacific,40.183913,118.073913,5614.0,24.0,3.8567812049022265,392661136.5966965,42233999162.62849
P100000120379,Tangshan Guotang Steel Co Ltd,Tangshan Guotang Steel Co Ltd,China,Asia Pacific,39.293147,119.046972,3000.0,4.0,0.48532452535640563,658638310.9064554,16753353739.274887
P100000120144,Tangshan Guoyi Special Type Iron and Steel Co Ltd,Tangshan GUOYI SPECIAL Steel Co Ltd,China,Asia Pacific,39.659153,118.411488,,16.0,4.917646608603257,1597397963.2435653,206146703005.88202
P100000120101,Tangshan Iron and Steel Group Co Ltd,TANG Shan Iron and Steel Group Co Ltd,China,Asia Pacific,39.648587,118.212487,,77.0,2.646763040313969,39795139194.13621,204542943420.90775
P100000120124,Tangshan Jianlong Special Steel Co Ltd,Tangshan Jianlong Steel SPECIAL Steel Co Ltd,China,Asia Pacific,40.167686,117.964004,,20.0,4.545372872934065,3405149508.8777,43054429974.424095
P100000120141,Tangshan Jinma Steel Group Co Ltd,Tangshan Jinma Iron & Steel Group Co Ltd,China,Asia Pacific,39.700499,118.456775,,12.0,0.8812791899898501,1872854078.2187674,207174566827.76096
P100000120127,Tangshan Medium Thick Plate Co Ltd,Tangshan Heavy Plate Co Ltd,China,Asia Pacific,39.268452,119.024819,4200.0,20.0,2.960775854853846,658638310.9064554,15989894740.156174
P100000120109,Tangshan Ruifeng Iron and Steel Group Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,China,Asia Pacific,39.497472,118.272056,4500.0,24.0,4.666161969689408,438464931.03294915,204625402721.0331
P100001063916,Tangshan Shoutang Baosheng Functional Materials Co Ltd,Tangshan Shoutang Baosheng Functional Materials Co Ltd,China,Asia Pacific,39.751793,118.490004,860.0,19.19,5.194654076802676,1356006637.3997142,205048191414.0522
P100000120112,Tangshan Songting Iron and Steel Co Ltd,Tangshan Songting IRON&STEEL Co Ltd,China,Asia Pacific,39.938866,118.576678,5000.0,57.0,3.6868868945024347,1205952791.2560177,140913398177.9963
P100000121141,Tangshan Stainless Steel Co Ltd,Tangshan Stainless Steel Co Ltd,China,Asia Pacific,39.160401,118.429806,,,4.641974110497237,146526011.7107865,35055495152.88551
P100000120126,Tangshan Stainless Steel Co Ltd Guye District,Tangshan Stainless Steel Co Ltd,China,Asia Pacific,39.730795,118.467608,,23.0,2.6205678957273304,1872854078.2187674,207256117387.07233
P100000120148,Tangshan Wenfeng Special Steel Co Ltd,Tangshan Wenfeng Special Steel Co Ltd,China,Asia Pacific,39.146541,118.432261,2000.0,18.47,3.285404898772473,146526011.7107865,22781684227.578827
P100000120139,Tangshan Xinbaotai Iron and Steel Co Ltd,Tangshan Xinbaotai Iron & Steel Co Ltd,China,Asia Pacific,39.861425,118.03667,,19.0,1.5685510573232346,597616844.3023248,189284991622.72583
P100000120140,Tangshan Xinglong Iron and Steel Co Ltd,Tangshan Xinglong Steel Co Ltd,China,Asia Pacific,39.847612,118.348448,825.0,25.0,3.7961279400539976,178134743.02966222,208474830633.60263
P100000120341,Tangshan Yutian Jinzhou Industrial Co Ltd,Tangshan Yutian Jinzhou Industry Co Ltd,China,Asia Pacific,39.967373,117.857659,700.0,15.0,1.7873409199466188,74159309.89730716,170325733990.32846
P100000120342,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd,China,Asia Pacific,39.85271,118.181279,2439.0,22.0,3.387476881958974,2256673828.2882605,209650139300.40198
P100000120546,Tata Metaliks Kharagpur steel plant,Tata Metaliks Ltd,India,Asia Pacific,22.385611,87.287179,0.0,36.0,1.2669044372877256,2985882028.961829,21455915097.899937
P100000120535,Tata Steel Gamharia steel plant,Tata Steel Ltd,India,Asia Pacific,22.812895,86.084022,1200.0,55.0,4.818255357981844,1938665923.5311012,25097205225.51343
P100000120529,Tata Steel Jamshedpur steel plant,Tata Steel Ltd,India,Asia Pacific,22.788598,86.1996,11000.0,114.0,0.9581085239647522,4812182514.970916,24276007050.476078
P100000120530,Tata Steel Kalinganagar steel plant,Tata Steel Ltd,India,Asia Pacific,20.970411,86.015211,8000.0,10.0,3.0577125125369102,864289310.3874147,19407879201.483067
P100000120576,Tata Steel Ludhiana steel plant,Tata Steel Ltd,India,Asia Pacific,30.946888,75.987521,,,3.0604948858393457,1625924942.994734,37809421918.48222
P100000120511,Tata Steel Meramandali steel plant,Tata Steel Ltd,India,Asia Pacific,20.796053,85.260382,5510.0,19.0,3.2884783038392214,523384374.02003706,13005551871.158592
P100000120281,Tianjin Iron and Steel Group Co Ltd,Tianjin Iron and Steel Group Co Ltd,China,Asia Pacific,39.031083,117.499246,6650.0,91.0,3.7244555780154522,7120436820.791538,1196303527670.2786
P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,China,Asia Pacific,36.58967,113.745792,4870.0,57.0,5.1587622675281635,1279452525.6709294,36221473537.822914
P100000120287,Tianjin Metallurgy Group Zhasan Steel Co Ltd,Tianjin Metallurgy Group Zhasan Steel Co Ltd,China,Asia Pacific,38.825269,117.08849,,11.3,4.89577649415583,805190129.0529438,1044323212522.342
P100000120284,Tianjin New Tiangang United Special Steel Co Ltd,Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,China,Asia Pacific,39.300258,117.800231,4500.0,16.66,1.2065482311065243,10311114379.091043,458744259884.2215
P100000120282,Tianjin Pipe Corporation,Tianjin Pipe Corp,China,Asia Pacific,39.034002,117.486798,3000.0,15.2,2.601988341378262,7120436820.791538,1207711119706.8618
P100000120283,Tianjin Rockcheck Steel Group Co Ltd,Rockcheck Steel Group Co Ltd,China,Asia Pacific,38.970638,117.495794,3250.0,23.08,3.515919420744597,8170303829.634859,1186468591033.9233
P100001023535,Tianjin Rongcheng Group Tangshan Fengrun Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd; Tangshan Zhengfeng Steel Co Ltd,China,Asia Pacific,39.85271,118.181279,,2.2,3.387476881958974,2256673828.2882605,209650139300.40198
P100000121081,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,China,Asia Pacific,39.551552,118.137993,,21.0,1.565046154549953,9710283612.501226,216560206574.58688
P100000120285,Tianjin Tianfeng Steel Co Ltd,Tianjin Tianfeng Steel Co Ltd,China,Asia Pacific,38.832642,117.102765,,19.12,4.94680580707711,805190129.0529438,1046965271896.8866
P100000120288,Tianjin Tianzhong Giant Heavy Industry Co Ltd,Tianjin Tianzhong Giant Heavy Industry Co Ltd,China,Asia Pacific,39.501442,118.719554,,20.51,4.575155816557793,1572778754.3996863,115457023683.70175
P100000120668,Tokyo Steel Kyushu plant,Tokyo Steel Manufacturing Co Ltd,Japan,Asia Pacific,33.881431,130.755978,678.0,54.3,3.371372560893619,39326229999.73937,484286437962.0057
P100000120669,Tokyo Steel Okayama plant,Tokyo Steel Manufacturing Co Ltd,Japan,Asia Pacific,34.515062,133.745525,708.0,63.39,4.512144459492875,12824930411.579533,216031462173.68976
P100000120670,Tokyo Steel Tahara plant,Tokyo Steel Manufacturing Co Ltd,Japan,Asia Pacific,34.702012,137.249114,2600.0,15.72,3.952844507316496,6515425440.511312,684714233439.5554
P100000120671,Tokyo Steel Utsunomiya plant,Tokyo Steel Manufacturing Co Ltd,Japan,Asia Pacific,36.540425,139.993079,800.0,30.3,3.1071568188621725,15052426895.150934,370448974767.21246
P100000120216,Tonghua Iron and Steel Co Ltd,Tonghua Iron & Steel Co Ltd,China,Asia Pacific,41.779125,126.022349,4590.0,19.53,2.1237146827204665,601217158.3271072,11857696146.751667
P100000120072,Tongling Fuxin Iron and Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd,China,Asia Pacific,30.907561,117.772866,1350.0,56.0,4.040698528216094,6386761084.181079,42010686733.300064
P100000120356,Tongling Xuanli Special Steel Co Ltd,Tongling City Xuanli Special Steel Co Ltd,China,Asia Pacific,31.062807,117.956015,2700.0,17.0,2.361048708904867,322755495.5135918,78109164554.00464
P100000121137,Tongshan Liguo Iron and Steel Co Ltd,Tongshan Liguo Iron and Steel Co Ltd,China,Asia Pacific,34.55486,117.327039,,19.58,3.556283965813905,261090607.59518936,205644422775.17554
P100000120672,Topy Industries Toyohashi steel plant,Topy Industries Ltd,Japan,Asia Pacific,34.719644,137.322259,960.0,68.0,3.066048272911298,6515425440.511312,697490594104.4661
P100000121194,Uttam Galva Ferrous Bellary steel plant,Uttam Galva Ferous Ltd,India,Asia Pacific,15.184613,76.824905,,,4.436006589342831,354990517.4078579,8961875363.954622
P100001054309,Vardhman Special Steels Ludhiana steel plant,Vardhman Special Steels Limited,India,Asia Pacific,30.890103,75.908673,,,3.625783548161982,2490777403.6033077,39057411518.51495
P100000121205,Vedanta Sesa Goa Pig Iron Plant,Vedanta Iron and Steel Ltd,India,Asia Pacific,15.526866,73.986671,0.0,34.0,3.4532904528159176,607137556.302787,11810837861.605886
P100000120244,Weifang Special Steel Group Co Ltd,Weifang SPECIAL Steel Group Co Ltd,China,Asia Pacific,36.644469,119.238427,,32.28,3.4492095011595847,3368126297.6347632,154895890587.06427
P100001064114,Weining Hengchang Furnace Charge & Casting Co Ltd,Weining Hengchang Furnace Charge & Casting Co Ltd,China,Asia Pacific,26.783556,104.394517,0.0,21.69,2.136929458923729,21953226.651415624,7252642956.087944
P100000120541,Welspun Metallics Anjar Steel plant,Welspun Corp Ltd,India,Asia Pacific,23.112781,70.0866885,288.0,22.0,4.14683127254559,786684238.6823866,5819621780.204546
P100000120296,WISCO Group Kunming Steel Co Ltd Anning Branch,WISCO Group Kunming Steel Co Ltd,China,Asia Pacific,24.947687,102.367394,,9.71,1.4104641841121281,401331048.2710037,286078947010.4763
P100000120297,WISCO Group Kunming Steel Co Ltd Honghe Iron and Steel Company,Honghe Iron and Steel Co Ltd,China,Asia Pacific,23.470733,103.272784,,17.92,2.368675863058285,1145833787.5269697,17481896153.666866
P100000120299,WISCO Group Kunming Steel Co Ltd New District Branch,WISCO Group Kunming Steel Co Ltd,China,Asia Pacific,24.953261,102.378082,0.0,13.83,0.6439360961186502,401331048.2710037,286783849313.4412
P100000120298,WISCO Group Kunming Steel Co Ltd Yuxi Xinxing Steel Company,Yuxi Xinxing Iron & Steel Co Ltd,China,Asia Pacific,24.249024,102.521747,,22.06,4.954977890502676,204193710.09956524,26187943503.026657
P100000121069,WISCO Group Xiangyang Heavy Equipment Materials Co Ltd,WISCO Group Xiangyang Heavy Equipment MATERIALS Co Ltd,China,Asia Pacific,32.10704,112.235621,,27.0,3.25465633671548,6115679576.442959,67308699013.883156
P100000120134,Wu an Mingfang Iron and Steel Co Ltd,Wuan Mingfang Iron & Steel Co Ltd,China,Asia Pacific,36.710754,114.207855,,37.0,0.2725226187702115,6917400988.421546,208899561340.64273
P100000120114,Wu an Yuhua Iron and Steel Co Ltd,Wuan Yuhua Steel Co Ltd,China,Asia Pacific,36.731752,114.098377,,38.0,3.5230269735572444,2791499561.2492723,187609180394.37506
P100000121085,Wu'an Yongcheng Zhuye Co Ltd,Wu'an Yongcheng Zhuye Co Ltd,China,Asia Pacific,36.660278,113.993995,,19.0,5.050866108725979,188809636.46592227,141137557181.9346
P100000120357,Wugang Zhongjia Iron and Steel Co Ltd,Wugang Zhongjia Iron & Steel Co Ltd,China,Asia Pacific,33.29175,113.458011,0.0,24.0,0.03135956473620733,642394331.888709,44849644598.81647
P100000120340,Wuhai Baogang Wanteng Iron and Steel Co Ltd,Wuhai Baogang Wanteng Iron and Steel Co Ltd,China,Asia Pacific,39.855971,106.886647,2000.0,15.0,2.3377938353799306,111523145.34028804,10643778627.3466
P100000120171,Wuhan Iron and Steel Co Ltd,Wuhan Iron and Steel Co Ltd,China,Asia Pacific,30.616222,114.444975,15907.0,67.44,1.6083060331271946,13274108766.720098,944333261744.1309
P100000120174,Wuhan Shunle Stainless Steel Co Ltd,Wuhan Shunle Stainless Steel Co Ltd,China,Asia Pacific,30.394434,114.257701,,27.0,3.909566838873681,11843724400.76606,907501352303.6891
P100000120073,Wuhu Fuxin Iron and Steel Co Ltd,Wuhu Fuxin Iron & Steel Co Ltd,China,Asia Pacific,31.194505,118.067833,2000.0,23.0,2.925399081688212,203072621.1319695,138640037472.02008
P100000120068,Wuhu Xinxing Ductile Iron Pipes Co Ltd,Wuhu Xinxing Ductile Iron Pipes Co Ltd,China,Asia Pacific,31.229893,118.150867,2000.0,23.0,3.43476870235257,1042494789.8844099,136762481121.89561
P100000120354,Wulanhot Steel Co Ltd,Wulanhot Iron & Steel Co Ltd,China,Asia Pacific,46.055685,122.063282,1350.0,26.64,2.28308726848158,3362380016.537606,6946485045.392606
P100000120204,Wuxi Xinsanzhou Steel Co Ltd,Wuxi Xinsanzhou Special Steel Co Ltd,China,Asia Pacific,31.681005,120.251785,,39.84,4.844750001213489,11935089663.247892,1082132786387.247
P100000120161,Wuyang Iron and Steel Co Ltd,Wuyang Iron and Steel Co Ltd,China,Asia Pacific,33.287536,113.474328,5040.0,56.0,1.5560173370436066,642394331.888709,45940915751.15511
P100000120365,Wuzhou Yongda Iron and Steel Co Ltd,Wuzhou Yongda Steel Works Co Ltd,China,Asia Pacific,23.524465,111.2402,,17.0,3.7699677958838915,607979569.3111423,20417062762.104164
P100000120366,Wuzhou Yongda Special Steel Co Ltd,Wuzhou Yongda Special Steel Co Ltd,China,Asia Pacific,23.520307,111.229981,1000.0,15.0,3.2421672845434903,607979569.3111423,20407801262.354763
P100000120263,Xiangfen County Xingyuan Steel Group Co Ltd,Xiangfen County Xingyuan Steel Group Co Ltd,China,Asia Pacific,35.880324,111.387956,,20.2,1.3088453048098352,643103075.7903618,54047494823.95018
P100000120272,Xiangfen County Xinjinshan Special Steel Co Ltd,Xiangfen County XinJinShan Special Steel Co Ltd,China,Asia Pacific,35.934831,111.49707,,23.06,4.357648079856512,517374334.2584018,56180942974.09055
P100000120551,Xindia Steels Koppal plant,Xindia Steels Ltd,India,Asia Pacific,15.293421,76.234947,,,2.8611789477668514,185356174.34875867,6322139360.904126
P100000120116,Xingtai Iron and Steel Co Ltd,Xingtai Iron and Steel Co Ltd,China,Asia Pacific,37.041601,114.452352,,68.0,0.5309265544644721,22537446243.2497,176240772300.8285
P100000121135,Xingtai Iron and Steel Co Ltd Weixian,Xingtai Iron and Steel Co Ltd,China,Asia Pacific,37.032089,115.366112,,,1.3253593285692813,39957715.31269484,29435011347.65576
P100000120233,Xining Special Steel Co Ltd,Xining Special Steel Co Ltd,China,Asia Pacific,36.66856,101.671414,2040.0,28.37,5.513296779620396,3718700727.8378444,83822768126.2421
P100000120155,Xinji Aosen Iron and Steel Group Co Ltd,Xinji AOSEN Steel Group Co Ltd,China,Asia Pacific,37.752351,115.184798,3600.0,24.0,4.836424511050828,215529762.4241828,64977267560.79762
P100000120295,Xinjiang Daan Special Steel Co Ltd,Xinjiang Da'an Special Steel Co Ltd,China,Asia Pacific,42.700465,93.542466,1000.0,14.86,0.8773530073393898,21656190.748155303,9980457684.111929
P100001023534,Xinjiang Ka Steel Group Co,Xinjiang Ka Steel Group Co,China,Asia Pacific,39.142997,76.161589,1000.0,4.25,3.7368391119260935,4239302.117930701,31758442311.131493
P100000120290,Xinjiang Kingtec Steel Co Ltd,Xinjiang KingTec Steel Co Ltd,China,Asia Pacific,42.674192,86.280156,1334.0,22.28,3.911171979931164,93932.5409826021,251813843.39553678
P100000120292,Xinjiang Kunyu Iron and Steel Co Ltd,Xinjiang Kunyu Lron & Steel Co Ltd,China,Asia Pacific,44.404189,84.966753,,14.72,3.313904183669314,499486217.0650745,12385733222.589043
P100000120410,Xinjiang Minxin Iron and Steel Group Minhang Special Steel Co Ltd,Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co Ltd,China,Asia Pacific,44.080866,88.417209,1110.0,14.79,5.458636310140869,1337515.1727294303,1371669424.6044357
P100000120291,Xinjiang Tianshan Iron and Steel Bazhou Co Ltd,Xinxing Ductile Iron Pipes Xinjiang Co Ltd,China,Asia Pacific,42.333321,86.302481,2000.0,15.46,4.7163372983324505,31013010.919899933,1715270759.0508802
P100000120294,Xinjiang Xinan Special Steel Co Ltd,Xinjiang Xin'an Special Steel Co Ltd,China,Asia Pacific,44.290299,86.595826,400.0,14.3,2.3270389798942004,2447855.543441533,15657545836.552198
P100000120293,Xinjiang Yili Iron and Steel Co Ltd,Xinjiang Yili Iron and Steel Co Ltd,China,Asia Pacific,43.526808,83.294323,1000.0,68.0,1.6660271384156775,36347068.67769812,241463368.3003911
P100000120214,Xinyu Iron and Steel Group Co Ltd,Xinyu Iron & Steel Corp Ltd,China,Asia Pacific,27.786859,114.921595,11001.0,68.0,3.653297703242714,7022275672.93845,19651076690.366817
P100000120242,Xiwang Metal Science Technology Co Ltd,Xiwang METAL Science Technology Co Ltd,China,Asia Pacific,36.928208,117.694654,,14.01,3.56355847390067,1079457394.0062003,232695916104.6894
P100000120104,Xuanhua Iron and Steel Group Co Ltd,Xuanhua Iron and Steel Group Co Ltd,China,Asia Pacific,40.589591,115.090889,,102.0,4.877941688632675,1534319950.0774214,57329878465.450134
P100000120200,Xuzhou Baofeng Special Steel Co Ltd,Xuzhou Baofeng Special Steel Co Ltd,China,Asia Pacific,34.364872,117.322633,,11.94,3.0571235546535114,1369908468.9113462,168260403648.45685
P100000120381,Xuzhou Jinhong Iron and Steel Group Co Ltd,Xuzhou Jinhong Iron and Steel Group Co Ltd,China,Asia Pacific,34.500122,116.908897,1000.0,25.58,5.5663642218047755,62626478.12289046,187294549550.29538
P100000120208,Xuzhou Taifa Special Steel Group Co Ltd,Xuzhou TaiFa Special Steel Technology Co Ltd,China,Asia Pacific,34.448514,117.271876,,16.0,2.1177680242184986,279149401.67212856,184912723193.8974
P100000120673,Yamato Steel Himeji Plant,Yamato Steel Co Ltd,Japan,Asia Pacific,34.783319,134.604616,700.0,65.0,2.0800866978602564,11107163158.787853,363252708713.5595
P100000120310,Yancheng Lianxin Iron and Steel Co Ltd,Yancheng Lianxin Steel Co Ltd,China,Asia Pacific,33.211332,120.774892,2410.0,68.0,6.201156628285804,47191425.791021824,10314664470.55297
P100000120088,Yangchun New Steel Co Ltd,Yangchun New Iron & Steel Co Ltd,China,Asia Pacific,22.084904,111.642187,2400.0,19.0,4.797198454985135,126961940.125218,17881519600.432796
P100000121048,Yangzhou Hengrun Ocean Heavy Industry Co Ltd,Yangzhou Hengrun Ocean Heavy Industry Co Ltd,China,Asia Pacific,32.249602,119.620438,3300.0,13.36,4.608886593432734,1835372768.9161925,346386815621.02826
P100000120203,Yangzhou Qinyou Special Metal Materials Co Ltd,Yangzhou Qinyou Special Metal Materials Co Ltd,China,Asia Pacific,32.838703,119.425236,2400.0,24.7,5.084007436843395,361408387.5824465,65227295256.339325
P100000120253,Yantai Walsin Stainless Steel Co Ltd,Yantai Walsin Stainless Steel Co Ltd,China,Asia Pacific,37.548627,121.277488,1400.0,18.92,1.4702403897536767,18963550948.945488,103069575604.10121
P100000121032,Yazdani Steel and Power Kalinganagar steel plant,Yazdani Steel and Power Ltd,India,Asia Pacific,20.928285,86.036604,110.0,23.0,3.382333327578996,864289310.3874147,20857299864.444664
P100000121075,Yichang Fulong Iron and Steel Co Ltd,Yichang Fulong Iron & Steel Co Ltd,China,Asia Pacific,30.586332,111.398846,,,4.8678123696281945,3382709142.716387,49031892696.54453
P100000120230,Yingkou Iron and Steel Co Ltd,Yingkou Iron & Steel Co Ltd,China,Asia Pacific,40.664651,122.415057,2800.0,15.23,5.55527484255533,758099574.9849542,91724084080.72388
P100000120301,Yunnan Desheng Iron and Steel Co Ltd,Yunnan Desheng Steel Co Ltd,China,Asia Pacific,25.142516,102.077727,1350.0,25.47,4.119584479996027,179784996.6136446,10286556831.679462
P100000120353,Yunnan Jingye Steel Co Ltd,Yunnan Jingye Steel Co,China,Asia Pacific,25.023852,102.312086,,2.5,2.8559115646047935,59127258.8221577,273368730295.38803
P100001063458,Yunnan Muguang Industry and Trade Co Ltd,Yunnan Muguang Industry and Trade Co Ltd,China,Asia Pacific,24.077079,102.771634,850.0,12.3,4.431981200085102,106654789.90736285,24764533471.467373
P100001063508,Yunnan Qujing Iron & Steel Group Yue Steel Iron & Steel Co Ltd,Yunnan Qujing Iron & Steel Group Yue Steel Iron & Steel Co Ltd,China,Asia Pacific,25.304544,103.889418,,56.0,2.0374594012609553,135064897.5047968,26809329967.739597
P100000120302,Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co Ltd,Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co Ltd,China,Asia Pacific,25.45543,103.547242,2600.0,12.5,0.6461816384617239,240153183.6302977,27315578270.089233
P100000120303,Yunnan Qujing Iron and Steel Group Fenghuang Steel Co Ltd,Yunnan Qujing Iron and Steel Group Co Ltd,China,Asia Pacific,26.275342,104.168311,1400.0,12.55,4.383672777641329,54580293.24053438,5195450857.674727
P100000120407,Yunnan Qujing Iron and Steel Group Yanggang Iron and Steel Co Ltd,Yunnan Qujing Iron and Steel Group Yanggang Iron and Steel Co Ltd,China,Asia Pacific,25.308777,103.876391,,4.89,1.907713811875312,135064897.5047968,26784939965.360577
P100001061536,Yunnan Qujing Shuangyou Iron and Steel Co Ltd,Yunnan Qujing Shuangyou Iron and Steel Co Ltd,China,Asia Pacific,25.54218,103.781041,,14.0,1.0675776517085436,7472321818.171346,24787706325.18446
P100000120352,Yunnan Tiangao Nickel Alloy Co Ltd,YunNan Province Tiangao Nickel Alloy Co Ltd,China,Asia Pacific,24.80128,104.063455,500.0,16.16,2.4453921787721606,229330969.90024498,5339333692.55721
P100000120300,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,China,Asia Pacific,24.465884,102.543682,7042.0,12.09,0.8640191461034965,932314590.9645125,42865030197.98117
P100000120321,Yunnan Yuxi Xianfu Iron and Steel Group Co Ltd,Yunnan Yuxi Xianfu Iron and Steel (Group) Co Ltd,China,Asia Pacific,24.012309,102.186364,2980.0,24.53,3.954082704828338,20949106.01836089,5917754914.752478
P100001061571,Yuxi Huixi Metal Casting Products Co Ltd,Yuxi Huixi Metal Casting Products Co Ltd,China,Asia Pacific,24.360481,102.481118,850.0,19.71,2.81647811778207,1153461107.3559847,31282113440.836994
P100001063460,Yuxi Iron and Steel Group Zhenfei Iron and Steel Co Ltd,Yuxi Iron and Steel Group Zhenfei Iron and Steel Co Ltd,China,Asia Pacific,24.074756,102.765983,,6.46,4.509810417472746,106654789.90736285,24702589529.404434
P100000120193,Zenith Steel Group Co Ltd,Zenith Steel Group Co Ltd,China,Asia Pacific,31.707656,120.079591,3700.0,24.39,3.588345811081181,18149919723.49238,923723675752.135
P100000120332,Zenith Steel Group Nantong Co Ltd,Zenith Steel Group (Nantong) Co Ltd,China,Asia Pacific,32.133954,121.513173,5850.0,4.0,10.60716307493412,1230988127.1191046,66690061129.080475
P100000121084,Zhejiang Tsingshan Iron and Steel Co Ltd,Zhejiang TSINGSHAN IRON&STEEL Co Ltd,China,Asia Pacific,28.136096,120.380401,500.0,21.8,1.3426872893351054,1195110580.909999,265337971447.7025
P100000120408,Zhejiang Wantai Special Steel Co Ltd,Zhejiang Wantai Special Steel Co Ltd,China,Asia Pacific,30.944342,120.971803,1200.0,22.54,2.0174997961412733,3208888731.268896,1491385171958.7524
P100000120404,Zhejiang Yuxin Industrial Co Ltd,Zhejiang Yuxin Industrial Co Ltd,China,Asia Pacific,28.787202,120.248592,1100.0,25.24,3.9545226140470437,511578477.6555888,51311817316.48659
P100000121068,Zhengzhou Yongtong Special Steel Co Ltd,Zhengzhou YONGTONG SPECIAL Steel Co Ltd,China,Asia Pacific,34.64443,112.937985,,29.0,2.8519589185619103,349309237.1561481,163207599567.30643
P100000121082,Zhenshi Group Eastern Special Steel Co Ltd,Zhenshi Group EASTERN SPECIAL Steel Co Ltd,China,Asia Pacific,30.720411,120.898518,,54.0,2.6188182769070427,2908351559.15047,510427950908.4181
P100000120129,Zhongpu Handan Iron and Steel Co Ltd,Zhongpu (Handan) Iron and Steel Co Ltd,China,Asia Pacific,36.721376,113.910271,2250.0,23.0,3.4623039789130634,296202759.7826058,51650204158.49052
P100000120209,Zhongxin Iron and Steel Group Co Ltd,Zhongxin Iron and Steel Group Co Ltd,China,Asia Pacific,34.368618,118.31556,5400.0,22.34,2.304879353682833,2852869883.3872247,72875646565.90677
P100000120346,Zhongye Dongfang Jiangsu Heavy Industry Co Ltd,BERIS Jiangsu Heavy Industry Co Ltd,China,Asia Pacific,32.104319,119.792126,2000.0,16.33,2.3000291398439265,178113102.28059617,595157528493.2195
P100000120086,Zhuhai Yueyufeng Iron and Steel Co Ltd,Zhuhai Yueyufeng IRON&STEEL Co Ltd,China,Asia Pacific,21.96092,113.198718,3051.0,24.0,18.27175881470926,2524762539.6796427,53451341505.72573
P100000121079,Zibo Qilin Fushan Iron and Steel Co Ltd,Zibo Qilin Fushan Steel Co Ltd,China,Asia Pacific,36.887998,118.145416,,18.33,2.320825735687381,5698841287.0221615,238583756138.21915
P100001063593,Zijin County Dongri Casting Co Ltd,Zijin County Dongri Foundry Co Ltd,China,Asia Pacific,23.356612,114.769565,720.0,16.0,3.0447273146780356,12925770.443472354,125946921004.5538
P100000120403,Zunyi Changling Special Steel Co Ltd,Zunyi Changling Special Steel Co Ltd,China,Asia Pacific,27.614947,106.949752,825.0,22.0,1.4015624883458497,3047624310.877063,45219639605.75884
P100000120359,Zunyi Fuxin Special Steel Equipment Manufacturing Co Ltd,Zunyi County Fuxin Iron & Steel Product Co Ltd,China,Asia Pacific,27.591697,106.815453,,33.0,4.382503258462616,288427354.33009654,47452877237.39896
