Owner,total_capacity_ttpa,n_plants,n_countries,n_regions,avg_litpop_value_50km,centroid_lat,centroid_lon
Mono Steel (India) Ltd,770.0,1,1,1,5533021171.26422,23.312265,70.201953
Moon Iron and Steel Company SAOC,0.0,1,1,1,,24.409437,56.520134
Mount Zynai 0304 Mining Corp,0.0,1,1,1,,7.716994,122.998671
Mughal Iron & Steel Industries Ltd,583.0,1,1,1,,31.653035,74.183149
Mukand Sumi Special Steel Ltd,450.0,1,1,1,6487520282.898114,15.328976,76.258613
Myanmar Economic Corp,400.0,1,1,1,,21.377652,95.372079
NLMK Indiana LLC,770.0,1,1,1,,41.625912,-87.159989
NMDC Steel Ltd,3000.0,2,1,1,4316062754.81437,17.13973905,79.5432955
NR Ispat and Power Pvt Ltd,297.0,1,1,1,9124756910.103502,22.013086,83.330372
Nakayama Steel Products Co Ltd,600.0,1,1,1,4425872987213.524,34.699762,135.430119
Nakayama Steel Works Ltd,600.0,1,1,1,4389614453696.843,34.628162,135.459688
Nanjing Iron & Steel Co Ltd,10000.0,1,1,1,773166310817.1803,32.200797,118.746315
Nanyang Hanye SPECIAL STREET Co Ltd,3000.0,1,1,1,4971535691.998611,33.269324,111.534635
Natanz Steel Co,733.0,1,1,1,,33.428593,51.982273
National Steel Co,1000.0,1,1,1,,26.244786,49.969064
National Steel Complex Ltd,0.0,1,1,1,,24.794779,67.353032
Neelachal Ispat Nigam Ltd,1100.0,1,1,1,14663274158.29377,20.998641,86.019102
Nemo Industries Inc,0.0,1,1,1,,30.092838753017322,-90.9539266739139
Nervacero SA,1000.0,1,1,1,,43.30806,-3.026309
New Zealand Steel Ltd,650.0,1,1,1,,-37.206878,174.728098
Neyriz Ghadir Steel Co,1000.0,1,1,1,,29.168087,54.621487
Nghi Son VAS Group JSC,3150.0,1,1,1,,19.326924,105.777449
Nilachal Iron & Power Ltd,99.0,1,1,1,24757040506.352974,22.874863,86.063646
Ningbo Haoyang New MATERIALS Techonology Co Ltd,500.0,1,1,1,309467375259.43335,30.267113,121.052503
Ningbo Iron & Steel Co Ltd,3999.0,1,1,1,357936864667.69196,29.918776,121.876423
Ningxia Boyu Hongxing Special Steel Group Co Ltd,0.0,1,1,1,25287183334.57392,39.273832,106.75146
Ningxia Iron and Steel (Group) Co Ltd,1800.0,1,1,1,7107784086.731286,37.503054,105.078348
Ningxia Jianlong Special Steel Co Ltd,3500.0,1,1,1,22448592568.906364,39.215452,106.688294
Ningxia Xinghua Iron and Steel Co Ltd,1500.0,1,1,1,22089692954.080418,39.309571,106.79093
Nippon Steel Corp,35395.0,10,1,1,1207883420963.044,35.2976642,135.4098151
Nippon Steel Stainless Steel Corp,1366.0,2,1,1,26174789226.23429,34.011835000000005,131.856312
North American Stainless Inc,1600.0,1,1,1,,38.725418,-85.076015
North Star BlueScope Steel Ltd,3034.0,1,1,1,,41.568783,-84.048129
North West Steel Industries Co,800.0,1,1,1,,37.127089,46.17345
Novasco BV,0.0,1,1,1,,49.241492,6.152631
Novolipetsk Steel PJSC,14400.0,1,1,1,,52.557372,39.629574
Novorossiysk Rolling Plant LLC,830.0,1,1,1,,47.740457,40.189445
Nová Huť sro,0.0,1,1,1,,49.792139,18.309875
Nu-Iron Unlimited,0.0,1,1,1,,10.399138,-61.486326
Nucor Corp,17737.0,13,1,1,,37.80359449230769,-90.87709860000001
Nucor Steel Decatur LLC,3100.0,1,1,1,,34.63963,-87.085738
Nucor Steel Kankakee Inc,794.0,1,1,1,,41.180734,-87.856196
Nucor Steel Kingman LLC,572.0,1,1,1,,35.143192,-114.089568
Nucor Steel Louisiana LLC,0.0,1,1,1,,30.076693,-90.859953
Nucor Steel Memphis Inc,891.0,1,1,1,,35.048395,-90.163033
Nucor Steel Seattle Inc,855.0,1,1,1,,47.569597,-122.367395
Nucor Steel Tuscaloosa Inc,1200.0,1,1,1,,33.234761,-87.508498
Nucor Yamato Steel Co,3174.0,1,1,1,,35.941421,-89.713819
ORI Martin - Acciaieria e Ferriera di Brescia SpA,650.0,1,1,1,,45.566054,10.2147
Optimus Steel LLC,750.0,1,1,1,,30.08201,-94.074694
Orion Steel Group LLC,2400.0,2,2,1,,44.37038,-104.619242
Orissa Metaliks Pvt Ltd,2050.0,3,1,1,18627073365.941055,22.199786666666665,86.18568800000001
Orissa Sponge Iron and Steel Ltd,101.0,1,1,1,5189988797.388244,21.801994,85.56751
Orissa Steel & Power Pvt Ltd,0.0,1,1,1,17368489401.60102,22.3591,87.017184
Osaka Steel Co Ltd,4650.0,1,1,1,4348569280727.1577,34.59822,135.45439
Oskol'skiy Elektrometallurgicheskiy Kombinat Imeni Alekseya Alekseyevicha Ugarova JSC,3500.0,1,1,1,,51.142738,37.940532
Outokumpu Stainless AB,1700.0,2,2,1,,62.957968,20.17464
Outokumpu Stainless USA LLC,1000.0,1,1,1,,31.148179,-87.98866
Ovako AB,1075.0,2,2,1,,60.849074,22.550794500000002
Ozkan Demir Celik Sanayi AŞ,1200.0,1,1,1,,38.737005,26.950824
Ozmert Algeria SARL,390.0,1,1,1,,35.47858,-0.62139
POSCO Holdings Inc,41757.0,2,1,1,,35.464698,128.57157899999999
PT Gunung Raja Paksi Tbk,1820.0,3,1,1,,-2.0263483333333334,107.244709
PT Jakarta Prima Steel Industries,900.0,1,1,1,,-6.181643,106.932331
PT Krakatau Posco,3000.0,1,1,1,,-5.998661,105.99866
PT Krakatau Steel (Persero) Tbk,4000.0,1,1,1,,-6.007021,106.001766
PT Mandan Steel,1000.0,1,1,1,,-3.339296,115.927125
PT The Master Steel MFG,2000.0,1,1,1,,-6.18421,106.920067
PT Xinheng Metal Indonesia,0.0,1,1,1,,-2.830574,122.157448
Pakistan Steel Mills Corp Pvt Ltd,0.0,1,1,1,,24.809977,67.35244
Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,669.0,1,1,1,59851501405.47284,31.763517,104.761441
Pangang Group Xichang Steel and Vanadium Co Ltd,3900.0,1,1,1,13986038223.872597,27.74799,102.20517
Panhua Group Co Ltd,2000.0,2,1,1,,7.196608,124.917231
Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,5900.0,1,1,1,21617919444.495834,26.565265,101.673737
Pasargad Steel Complex Co,1500.0,1,1,1,,29.191019,52.845405
Pavgord doo,1940.0,1,1,1,,44.224446,17.899815
Peiner Traeger GmbH,1000.0,1,1,1,,52.313935,10.258482
Perfect Channel Sdn Bhd,0.0,1,1,1,,5.778871,100.49907
Persian Gulf Negin Steel,0.0,1,1,1,,34.475932,60.292146
Persian Gulf Saba Steel,0.0,1,1,1,,27.189076,56.105633
Perwaja Steel Sdn Bhd,0.0,1,1,1,,4.264364,103.461728
Pomina Steel JSC,1500.0,2,1,1,,10.589305,107.0429075
Port Hedland Iron Pty Ltd,0.0,1,1,1,,-20.395832,118.537975
Posco Vietnam Co Ltd,1000.0,1,1,1,,10.560316,107.02684
Prakash Industries Ltd,1190.0,1,1,1,21213349775.643112,22.004694,82.671666
Prakash Sponge Iron and Power Pvt Ltd,0.0,1,1,1,2047193794.313386,14.152912,76.665824
Premium Steel and Mines Ltd,0.0,1,1,1,,5.480763,5.769839
Progressive Green Solutions JV,0.0,1,1,1,,-28.70725,114.900163
Promsort LLC,5500.0,3,1,1,,55.41335566666667,44.77105233333333
Public Investment Fund (Saudi Arabia); Baoshan Iron & Steel Co Ltd; Saudi Arabian Oil Co,0.0,1,1,1,,27.502597,49.180369
Qatar Steel Company QPSC,2900.0,1,1,1,,24.952688,51.584777
QazSpetsSteel LLC,0.0,1,1,1,,50.286408,57.168382
Qazaqstan Steel Group LLP,6000.0,1,1,1,,50.031766,72.994863
Qeshm Steel Development Co,0.0,1,1,1,,26.826494,55.957708
Qian'an City Jiujiang Wire Co Ltd,7079.0,1,1,1,141065190570.20123,39.952209,118.559444
Qian'an Zhayi Steel Group Co Ltd,1500.0,1,1,1,85031390622.00455,40.044026,118.552001
Qianxinan Prefecture Juxin Industry & Trade General Co,0.0,1,1,1,14560783277.573309,25.150857,105.041722
Qingdao Special Iron and Steel Co Ltd,4170.0,1,1,1,60132410886.644936,35.6296,119.722335
Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,1350.0,1,1,1,1427035663.1484487,40.427008,119.219855
Qinhuangdao Baigong Steel Co Ltd,2260.0,1,1,1,72672191442.77571,39.748773,118.819472
Qinhuangdao Hongxing Iron & Steel Co Ltd,3450.0,1,1,1,68560974920.82874,39.700721,118.871477
Qinyang Hongda Iron & Steel Co Ltd,500.0,1,1,1,124823656868.20844,35.184849,112.902248
Quzhou Yuanli METAL Products Co Ltd,0.0,1,1,1,27203898035.221455,28.893407,118.867125
Rajhi Steel Industries Co Ltd,850.0,1,1,1,,21.290402,39.183444
Ramsarup Industries Ltd,0.0,1,1,1,314475804089.9519,22.977477,88.457443
Rashmi Green Hydrogen Steel Pvt Ltd,0.0,1,1,1,34471063371.01884,22.331489,87.398085
Rashmi Metaliks Ltd,498.0,2,1,1,56420388268.42001,23.033503500000002,87.186836
Rashtriya Ispat Nigam Ltd,7300.0,1,1,1,33043557653.707237,17.612846,83.191918
Republic Steel Corp,0.0,2,1,1,,41.127235999999996,-81.7325635
Rio Tinto Iron and Titanium Canada Inc,600.0,1,1,1,,46.044367,-73.138474
Riva Acciaio SpA,1380.0,2,1,1,,44.993105,8.4902225
Riva Industries,800.0,1,1,1,,33.165438,-8.5883
Rizhao Steel Holding Group Co Ltd,11300.0,1,1,1,47068623702.215385,35.16535,119.366672
Rockcheck Steel Group Co Ltd,3250.0,1,1,1,1186468591033.9233,38.970638,117.495794
Rungta Mines Ltd,1375.0,5,1,1,11406786202.02886,21.9107876,85.4521354
S.C. Silcotub SA,535.0,1,1,1,,44.217275,27.29968
SGIS Songshan Co Ltd,8698.0,1,1,1,32095815445.071198,24.708232,113.635898
SIJ Acroni doo,726.0,1,1,1,,46.423994,14.094645
SMS Group GmbH,0.0,1,1,1,,26.787872,30.572474
SN MAIA Siderurgia Nacional SA,600.0,1,1,1,,41.255085,-8.555285
SN SEIXAL Siderurgia Nacional SA,1100.0,1,1,1,,38.616023,-9.068527
SSAB AB,13.0,3,2,1,,62.96053966666667,21.255343
SSAB Americas Holding AB,2450.0,2,1,1,,36.211895999999996,-89.416679
SUE DPR UMP,1000.0,1,1,1,,47.982276,37.810634
Saarstahl AG,730.0,2,2,1,,49.822903,5.2051870000000005
Sabzevar Pars Steel Complex,0.0,1,1,1,,36.58952,57.571719
Salzgitter Flachstahl GmbH,0.0,1,1,1,,52.161794,10.409371
Sam Montereau SAS,720.0,1,1,1,,48.387211,2.981091
Sansteel Minguang Co Ltd Fujian,6799.0,1,1,1,12595378207.224375,26.261109,117.614709
Sanyo Special Steel Co Ltd,1596.0,1,1,1,474328113325.69275,34.788074,134.672046
Sarmad Iron and Steel Complex Abarkouh,0.0,1,1,1,,31.222989,53.392728
Saudi Iron and Steel Co,6000.0,1,1,1,,27.018411,49.576356
Scaw Metals Group Pty Ltd,600.0,1,1,1,,-26.273316,28.163761
SeAH Besteel Holdings Corp,2101.0,1,1,1,,35.968596,126.609524
SeAH Changwon Integrated Special Steel Corp,1200.0,1,1,1,,35.204191,128.604277
SeAh Steel Holdings Corp,1200.0,1,1,1,,35.991176,129.375791
Sentuo Steel Ltd,800.0,1,1,1,,5.691267,-0.001073
Setareh Simin Hormoz Co,0.0,1,1,1,,27.192922,56.114617
Sev.en Global Investments AS,1970.0,2,2,1,,58.895638000000005,5.5152505000000005
Severskiy Trubnyi Zavod JSC,950.0,1,1,1,,56.478428,60.249411
Severstal PJSC,12201.0,1,1,1,,59.143998,37.86295
Shaanxi Hanzhong Iron & Steel Group Co,700.0,1,1,1,23461132357.101837,33.132446,106.657646
Shaanxi Huaxin Special Steel Group Co Ltd,0.0,1,1,1,25963760592.60079,34.523278,109.986042
Shaanxi Iron and Steel Group Co Ltd,0.0,1,1,1,,-3.404326,105.409279
Shaanxi LONG MEN IRON&STEEL Co Ltd,3800.0,1,1,1,19596914928.791195,35.618466,110.575788
Shaanxi Lueyang Iron and Steel Co Ltd,0.0,1,1,1,1316622563.3451722,33.323678,106.167206
Shadegan Steel Industry Co,1000.0,1,1,1,,30.565979,48.939846
Shagang Group Anyang Yongxing Iron & Steel Co Ltd,2600.0,1,1,1,127871220058.78397,36.143573,114.149964
Shakambhari Ispat & Power Ltd,660.0,1,1,1,109152199195.43451,23.613861,86.789527
ShanXi TongCai Industry and Trade Co Ltd,2780.0,1,1,1,51408765502.28326,35.694321,111.429381
Shandong Chuanyang Group Co Ltd,0.0,1,1,1,238058684185.63306,36.894784,117.888366
Shandong Guangfu Group Co Ltd,0.0,1,1,1,242452202532.58633,36.863145,117.616918
Shandong IRON&STEEL Group Rizhao Co Ltd,8500.0,1,1,1,45929732916.669426,35.188969,119.383723
Shandong Iron & Steel Group Yongfeng Lingang Corp,5400.0,1,1,1,42117531705.909676,35.137061,119.068319
Shandong Iron Steel Group Yongfeng Zibo Co Ltd,0.0,1,1,1,238829536839.73828,36.906036,118.111833
Shandong Iron and Steel Co Ltd,3850.0,2,1,1,44739725858.29614,36.0881105,117.839203
Shandong Jinguan Metallurgical Technology Co Ltd,2450.0,1,1,1,54142448980.71538,37.449126,116.396787
Shandong Laigang Yongfeng Steel Corp,0.0,1,1,1,341219898034.86743,36.7993,116.8026
Shandong Longsheng Iron and Steel Co Ltd,0.0,1,1,1,244038036256.56888,36.891189,118.187041
Shandong Luli Steel Co Ltd,1400.0,1,1,1,176714963697.2971,36.970875,118.955444
Shandong Minyuan Steel & Iron Co Ltd,0.0,1,1,1,402269814687.9088,36.728409,117.426582
Shandong Shouguang Juneng SPECIAL Steel Co Ltd,2850.0,1,1,1,203147798387.9767,36.939125,118.785598
Shandong Taigang Xinhai Stainless Steel Co Ltd,1860.0,1,1,1,57646202837.99932,35.228556,119.084178
Shandong Taishan Steel Group Co Ltd,0.0,1,1,1,86307503713.77719,36.22141,117.627728
Shandong Xinhua Special Steel Group Co Ltd,0.0,1,1,1,79718378146.97552,36.256175,116.179833
Shangang Group Hanzhong Iron & Steel Co Ltd,3000.0,1,1,1,24064898543.403503,33.133192,106.671859
Shanghai Meishan Iron & Steel Co Ltd,7600.0,1,1,1,798438574036.0614,31.902969,118.61667
Shanxi Changxin Industry Co Ltd,0.0,1,1,1,64393651747.51885,36.326589,113.117181
Shanxi Dongfang Hengliu Precision Casting Co,0.0,1,1,1,47921159945.596924,36.080051,111.647754
Shanxi Gaoyi Steel Co Ltd,2700.0,1,1,1,25637970624.878468,35.586841,111.258436
Shanxi HONGDA Iron and Steel Group Co Ltd,2300.0,1,1,1,23358526774.87466,35.701895,110.786826
Shanxi HUAQIANG Iron and Steel Co Ltd,0.0,1,1,1,35073847421.53947,35.670848,111.378887
Shanxi Jianlong Industrial Co Ltd,4750.0,1,1,1,30763752090.97767,35.417405,111.303919
Shanxi Jinnan Iron and Steel Group Co Ltd,4800.0,1,1,1,50125477159.48524,35.678541,111.51465
Shanxi Liheng Iron and Steel Co Ltd,0.0,1,1,1,51410232931.17883,35.701541,111.42671
Shanxi Meijin Iron and Steel Co Ltd,1700.0,2,1,1,207865840154.52042,38.155327,112.4594385
Shanxi Taigang Stainless Steel Co Ltd,12460.0,1,1,1,408798447492.5029,37.931488,112.539321
Shanxi Tongde Xinghua Special Steel Co Ltd,2500.0,1,1,1,119545146373.24329,40.183517,113.305462
Shanxi Xintai Iron & Steel Co Ltd,3000.0,1,1,1,49705081836.35056,37.075017,111.985148
Shanxi Zhongsheng Iron and Steel Co Ltd,0.0,1,1,1,52322500679.8203,35.727776,111.330122
Shanxi Zhongyang Iron & Steel Co Ltd,3600.0,1,1,1,17046326898.732037,37.370796,111.161118
Shengli (Qingyuan) Steel Products Co Ltd,1000.0,1,1,1,697901649845.0518,23.553041,113.119942
Shengli Vietnam Special Steel Co Ltd,800.0,1,1,1,,20.652657,106.440208
ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,1900.0,1,1,1,90563235673.0708,40.626396,122.38884
Shiheng SPECIAL Steel Group Co Ltd,4650.0,1,1,1,46870236362.96924,36.229201,116.533981
Shijiazhuang Hongsen Melting & Casting Co Ltd,0.0,1,1,1,374823381016.80383,38.021527,114.916959
Shijiazhuang Iron and Steel Co Ltd,2000.0,2,1,1,345122110245.45856,38.067871499999995,114.2967005
Shiu Wing Steel Ltd,0.0,1,1,1,,22.369498,113.926095
Shiyan Fuyan Iron and Steel Co Ltd,0.0,1,1,1,25935986563.35463,32.650367,110.654794
Shougang Changzhi IRON& Steel Co Ltd,3600.0,1,1,1,64402637326.70527,36.356404,113.060809
Shougang Guiyang SPECIAL Steel Co Ltd,600.0,1,1,1,220934503269.77292,26.873592,106.73215
Shougang Jingtang United Iron & Steel Co Ltd,13700.0,1,1,1,7413258906.49143,38.953664,118.50339
Shougang Shuicheng Iron & Steel (Group) Co Ltd,3501.0,1,1,1,16564108791.537687,26.595229,104.877413
Shougang Yili Iron & Steel Co Ltd,0.0,1,1,1,241332122.20395187,43.528516,83.276706
Shri Bajrang Power and Ispat Ltd,500.0,1,1,1,41929328798.70506,21.48619,81.771697
Shyam Metalics and Energy Ltd,2750.0,2,1,1,51156264016.52296,22.6870465,85.5822505
Shyam Steel Industries Ltd,420.0,1,1,1,113652377106.05936,23.590212,86.724603
Shyam Steel Manufacturing Ltd,126.0,1,1,1,90176027026.44165,23.564157,87.089552
Shyeh Sheng Fuat Steel & Iron Works Co Ltd,720.0,1,1,1,,22.559391,120.3656132
Siam Yamato Steel Co Ltd,1100.0,2,1,1,,12.69077,101.12935250000001
Sichuan Dazhou Iron & Steel Group Co Ltd,2300.0,1,1,1,20196406955.79148,31.18945,107.453099
"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",3000.0,1,1,1,33873451061.61892,29.39798,103.542532
Sichuan Gangchen Stainless Steel Co Ltd,600.0,1,1,1,35038962266.712555,29.501044,103.607365
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,550.0,1,1,1,32922283845.382465,30.830726,105.367695
Sichuan Shengquan Iron and Steel Group Co Ltd,1000.0,1,1,1,112684606719.79884,31.255961,104.190612
Sichuan Ya'an Anshan Iron and Steel Co Ltd,830.0,1,1,1,5554818207.0817795,30.059133,102.625907
Sidenor Aceros Especiales SLU,740.0,1,1,1,,43.227282,-2.884676
Sidenor Steel Industry SA,800.0,1,1,1,,40.704458,22.816542
Siderca SAIC,1720.0,1,1,1,,-34.152554,-58.977388
Siderpotenza SpA,700.0,1,1,1,,40.639356,15.827842
Siderurgica Norte Brasil SA,504.0,1,1,1,,-5.414287,-49.081305
Siderurgica Sevillana SA,1300.0,1,1,1,,37.362968,-5.886865
Siderurgica del Orinoco Alfredo Maneiro CA,1020.0,1,1,1,,8.259073,-62.841126
Sin Yuan Steel LLP,0.0,1,1,1,,42.272259,69.7261
Sinosteel Corp Ltd,0.0,1,1,1,,0.461697,37.991283
Sipar Aceros SA,650.0,1,1,1,,-32.9912336,-60.7588733
Sirjan Jahan Steel Co,1000.0,1,1,1,,29.13806,55.375073
Societe des Aciers d'Armature pour le Beton SAS,850.0,1,1,1,,48.611482,6.111864
Sohar Steel LLC,700.0,1,1,1,,24.499869,56.599111
Solb Steel Co,1200.0,1,1,1,,17.298475,42.352338
Southern Steel Bhd,1400.0,1,1,1,,5.399453,100.382177
Sovel SA,1350.0,1,1,1,,39.169632,22.840216
Stahl Gerlafingen AG,720.0,1,1,1,,47.171958,7.562287
Stahlwerk Thueringen GmbH,1100.0,1,1,1,,50.654574,11.43745
Star Infrastructure Development Corp,0.0,1,1,1,,22.774191,91.574601
State Company for Iron and Steel (Iraq),580.0,1,1,1,,30.2471634,47.832418
StavStal' LLC,500.0,1,1,1,,44.688323,41.927331
Steel Authority of India Ltd,20432.0,8,1,1,54226790419.32176,22.683159047542837,85.7173442946815
Steel Dynamics Inc,12662.0,6,1,1,,36.856681333333334,-87.13497016666668
SteelAsia Manufacturing Corp,2100.0,7,1,1,,12.477770514285712,122.37712065714287
Stegra AB,0.0,2,2,1,,53.134544500000004,9.00497
Sterling Steel Co LLC,1090.0,1,1,1,,41.785971,-89.710947
Stomana Industry AD,1400.0,1,1,1,,42.595629,23.093095
Stoylenskiy Gorno-Obogatitel'nyi Kombinat JSC,0.0,1,1,1,,51.243964,37.783498
Suez Steel Company SAE,2080.0,1,1,1,,29.927875,32.437744
Sulb Company BSCC,1300.0,1,1,1,,26.198152,50.679893
Sun Metal Casting LLC,0.0,1,1,1,,22.632992,59.416971
Sunflag Iron and Steel Co Ltd,525.0,1,1,1,5103773781.2194805,21.232929,79.632398
Surjagad Ispat Pvt Ltd,0.0,1,1,1,229875843.4949792,19.487201,79.968551
Swadesh Metallics Pvt Ltd,0.0,1,1,1,35693400033.64848,21.625706,81.705254
Swiss Steel Holding AG,650.0,1,1,1,,47.308055,7.873594
Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ,690.0,1,1,1,,40.800833,29.512008
TANG Shan Iron and Steel Group Co Ltd,0.0,1,1,1,204542943420.90775,39.648587,118.212487
TRINECKÉ ZELEZÁRNY AS,1500.0,1,1,1,,49.689053,18.654557
TT Iron Steel Company Ltd,0.0,1,1,1,,10.403605,-61.482939
TY Steel Co Ltd,600.0,1,1,1,,12.857307,101.21314
Taganrogskiy Metallurgicheskiy Zavod JSC,950.0,1,1,1,,47.241557,38.928584
Taishan Baofeng Iron & Steel Co Ltd,520.0,1,1,1,245869567970.61572,22.425677,112.788855
Talleres y Aceros SA de CV,1650.0,1,1,1,,18.869272,-97.047263
Tangshan Chunxing Special Steel Co Ltd,0.0,1,1,1,206099096762.2297,39.676326,118.427914
Tangshan DELONG Steel Co Ltd,0.0,1,1,1,14548303866.729263,39.19256,118.899533
Tangshan Donghai Iron and Steel Group Co Ltd,5499.0,1,1,1,196026246423.81082,39.748373,118.624794
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,4750.0,1,1,1,216249699745.68045,39.468366,118.256774
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2000.0,1,1,1,203789168390.4502,39.600956,118.358726
Tangshan Fengnan Kaiheng Iron & Steel Co Ltd,0.0,1,1,1,216045522801.844,39.4632,118.247191
Tangshan GUOYI SPECIAL Steel Co Ltd,0.0,1,1,1,206146703005.88202,39.659153,118.411488
Tangshan Ganglu Iron & Steel Co Ltd,5614.0,1,1,1,42233999162.62849,40.183913,118.073913
Tangshan Guotang Steel Co Ltd,3000.0,1,1,1,16753353739.274887,39.293147,119.046972
Tangshan Heavy Plate Co Ltd,4200.0,1,1,1,15989894740.156174,39.268452,119.024819
Tangshan Jianlong Steel SPECIAL Steel Co Ltd,0.0,1,1,1,43054429974.424095,40.167686,117.964004
Tangshan Jinma Iron & Steel Group Co Ltd,0.0,1,1,1,207174566827.76096,39.700499,118.456775
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,4500.0,1,1,1,204625402721.0331,39.497472,118.272056
Tangshan Shoutang Baosheng Functional Materials Co Ltd,860.0,1,1,1,205048191414.0522,39.751793,118.490004
Tangshan Songting IRON&STEEL Co Ltd,5000.0,1,1,1,140913398177.9963,39.938866,118.576678
Tangshan Stainless Steel Co Ltd,0.0,2,1,1,121155806269.97891,39.445598000000004,118.448707
Tangshan Wenfeng Special Steel Co Ltd,2000.0,1,1,1,22781684227.578827,39.146541,118.432261
Tangshan Xinbaotai Iron & Steel Co Ltd,0.0,1,1,1,189284991622.72583,39.861425,118.03667
Tangshan Xinglong Steel Co Ltd,825.0,1,1,1,208474830633.60263,39.847612,118.348448
Tangshan Yutian Jinzhou Industry Co Ltd,700.0,1,1,1,170325733990.32846,39.967373,117.857659
Tangshan Zhengfeng Steel Co Ltd,2439.0,1,1,1,209650139300.40198,39.85271,118.181279
Tanshan Iron and Steel,0.0,1,1,1,,40.67524,129.201745
Tata Metaliks Ltd,0.0,1,1,1,21455915097.899937,22.385611,87.287179
Tata Steel (Thailand) PCL,1350.0,2,1,1,,12.864989999999999,101.118098
Tata Steel Ijmuiden BV,0.0,1,1,1,,52.484118,4.615584
Tata Steel Ltd,26460.0,6,2,1,23919213053.42268,19.936931,87.20783933333333
Tata Steel UK Ltd,0.0,1,1,1,,51.577368,-3.783013
Tekhnologicheskiye Investitsii LLC,0.0,1,1,1,,47.982276,37.810634
Tembo Steels Uganda Ltd,600.0,1,1,1,,0.611975,33.457629
Ternium Argentina SA,3501.0,1,1,1,,-33.37365,-60.138697
Ternium Brasil Ltda,5200.0,1,1,1,,-22.912549,-43.741614
Ternium México SA de CV,4330.0,4,1,1,,24.09394525,-99.7053975
Thai Nguyen Iron And Steel JSC,300.0,1,1,1,,21.557484,105.8728
Thy-Marcinelle SA,800.0,1,1,1,,50.410335,4.429693
Thyssenkrupp Steel Europe AG,0.0,1,1,1,,51.491649,6.733051
Tianjin Iron PLANT Co Ltd,4870.0,1,1,1,36221473537.822914,36.58967,113.745792
Tianjin Iron and Steel Group Co Ltd,6650.0,1,1,1,1196303527670.2786,39.031083,117.499246
Tianjin Metallurgy Group Zhasan Steel Co Ltd,0.0,1,1,1,1044323212522.342,38.825269,117.08849
Tianjin Pipe Corp,3000.0,1,1,1,1207711119706.8618,39.034002,117.486798
Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,0.0,1,1,1,216560206574.58688,39.551552,118.137993
Tianjin Rongcheng Group Tangshan Special Steel Co Ltd; Tangshan Zhengfeng Steel Co Ltd,0.0,1,1,1,209650139300.40198,39.85271,118.181279
Tianjin Teda Investment Holdings Co Ltd; DELONG Steel Ltd,0.0,1,1,1,,25.0,45.0
Tianjin Tianfeng Steel Co Ltd,0.0,1,1,1,1046965271896.8866,38.832642,117.102765
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,4500.0,1,1,1,458744259884.2215,39.300258,117.800231
Tianjin Tianzhong Giant Heavy Industry Co Ltd,0.0,1,1,1,115457023683.70175,39.501442,118.719554
Tokyo Steel Manufacturing Co Ltd,4786.0,4,1,1,438870277085.61584,34.909732500000004,135.435924
Tonghua Iron & Steel Co Ltd,4590.0,1,1,1,11857696146.751667,41.779125,126.022349
Tongling City Xuanli Special Steel Co Ltd,2700.0,1,1,1,78109164554.00464,31.062807,117.956015
Tongling Fuxin Iron & Steel Co Ltd,1350.0,1,1,1,42010686733.300064,30.907561,117.772866
Tongshan Liguo Iron and Steel Co Ltd,0.0,1,1,1,205644422775.17554,34.55486,117.327039
Topy Industries Ltd,960.0,1,1,1,697490594104.4661,34.719644,137.322259
Torbat Heydarieh Steel Co,1450.0,1,1,1,,35.594882,59.205984
Toscelik Profil ve Sac Endustrisi AS,6000.0,2,1,1,,36.8524495,36.1619905
Tosyali Iron and Steel Angola SA; Sonangol EP,0.0,1,1,1,,-15.263743,16.065494
Tosyali Ironsteel Industry Algerie SpA,6200.0,1,1,1,,35.770912,-0.263031
Tosyali Sulb Steel Industries Joint Company,0.0,1,1,1,,32.1818,20.124361
Tosyalı Holding AŞ,0.0,2,2,2,,32.2805115,42.650332
Triangul Metals Tebinbulak JSC,0.0,2,1,1,,41.0954103,63.98869785
Tubos de Acero de Mexico SA,1230.0,1,1,1,,19.182499,-96.237284
Tung Ho Steel Enterprise Corp,2900.0,3,1,1,,24.066205,120.74815000000001
Tung Ho Steel Vietnam Corp Ltd,1000.0,1,1,1,,10.551445,107.04368
Tuyen Quang Iron Steel Co Ltd,550.0,1,1,1,,21.738739,105.247545
UMB Steel SRL,0.0,2,1,1,,45.624066,22.628083
UMC Metals Ltd,805.0,1,1,1,,13.275832,100.969791
UMK-Stal LLC,1420.0,2,1,1,,58.351585,63.129918499999995
US Steel Košice sro,4500.0,1,1,1,,48.612001,21.191401
United States Steel Corp,13350.0,6,1,1,,39.20824433333333,-88.98969849999999
